Data,Kurs,Zmiana,
2019-12-09,4.2830,0.26,
2019-12-06,4.2721,-0.13,
2019-12-05,4.2777,-0.04,
2019-12-04,4.2792,-0.25,
2019-12-03,4.2900,-0.25,
2019-12-02,4.3008,-0.53,
2019-11-29,4.3236,0.01,
2019-11-28,4.3230,0.29,
2019-11-27,4.3107,0.25,
2019-11-26,4.2999,0.02,
2019-11-25,4.2990,0.03,
2019-11-22,4.2975,0.06,
2019-11-21,4.2948,0.07,
2019-11-20,4.2917,-0.03,
2019-11-19,4.2928,0.10,
2019-11-18,4.2884,0.18,
2019-11-15,4.2807,-0.25,
2019-11-14,4.2916,0.15,
2019-11-13,4.2850,0.14,
2019-11-12,4.2788,0.35,
2019-11-08,4.2638,-0.04,
2019-11-07,4.2653,-0.10,
2019-11-06,4.2697,0.15,
2019-11-05,4.2631,0.22,
2019-11-04,4.2539,-0.18,
2019-10-31,4.2617,-0.09,
2019-10-30,4.2655,-0.24,
2019-10-29,4.2757,0.06,
2019-10-28,4.2732,-0.07,
2019-10-25,4.2762,-0.09,
2019-10-24,4.2800,0.05,
2019-10-23,4.2778,-0.03,
2019-10-22,4.2792,0.04,
2019-10-21,4.2775,-0.16,
2019-10-18,4.2844,-0.01,
2019-10-17,4.2849,-0.28,
2019-10-16,4.2970,0.05,
2019-10-15,4.2949,-0.05,
2019-10-14,4.2969,-0.30,
2019-10-11,4.3097,-0.28,
2019-10-10,4.3217,-0.09,
2019-10-09,4.3257,-0.12,
2019-10-08,4.3310,0.01,
2019-10-07,4.3304,-0.02,
2019-10-04,4.3311,-0.38,
2019-10-03,4.3475,-0.71,
2019-10-02,4.3788,0.12,
2019-10-01,4.3734,0.00,
2019-09-30,4.3736,-0.30,
2019-09-27,4.3866,0.01,
2019-09-26,4.3861,0.04,
2019-09-25,4.3844,0.11,
2019-09-24,4.3796,-0.22,
2019-09-23,4.3891,1.04,
2019-09-20,4.3438,0.03,
2019-09-19,4.3425,0.01,
2019-09-18,4.3419,0.02,
2019-09-17,4.3410,0.34,
2019-09-16,4.3262,-0.31,
2019-09-13,4.3396,-0.01,
2019-09-12,4.3400,0.10,
2019-09-11,4.3357,0.02,
2019-09-10,4.3350,-0.05,
2019-09-09,4.3373,-0.04,
2019-09-06,4.3392,-0.04,
2019-09-05,4.3409,0.06,
2019-09-04,4.3385,-0.65,
2019-09-03,4.3667,-0.05,
2019-09-02,4.3691,-0.35,
2019-08-30,4.3844,0.00,
2019-08-29,4.3845,-0.03,
2019-08-28,4.3857,0.40,
2019-08-27,4.3684,-0.08,
2019-08-26,4.3719,0.34,
2019-08-23,4.3572,-0.20,
2019-08-22,4.3660,0.34,
2019-08-21,4.3513,-0.33,
2019-08-20,4.3656,0.31,
2019-08-19,4.3519,-0.06,
2019-08-16,4.3543,0.18,
2019-08-14,4.3463,0.31,
2019-08-13,4.3327,0.15,
2019-08-12,4.3262,0.09,
2019-08-09,4.3225,0.01,
2019-08-08,4.3220,0.06,
2019-08-07,4.3194,0.23,
2019-08-06,4.3096,-0.20,
2019-08-05,4.3182,0.23,
2019-08-02,4.3085,0.36,
2019-08-01,4.2931,0.05,
2019-07-31,4.2911,0.01,
2019-07-30,4.2906,0.31,
2019-07-29,4.2773,0.30,
2019-07-26,4.2645,0.31,
2019-07-25,4.2514,-0.16,
2019-07-24,4.2581,0.21,
2019-07-23,4.2492,0.03,
2019-07-22,4.2480,-0.26,
2019-07-19,4.2592,-0.10,
2019-07-18,4.2635,-0.02,
2019-07-17,4.2644,0.15,
2019-07-16,4.2582,-0.21,
2019-07-15,4.2673,0.01,
2019-07-12,4.2669,-0.03,
2019-07-11,4.2682,-0.11,
2019-07-10,4.2729,0.22,
2019-07-09,4.2637,0.28,
2019-07-08,4.2519,0.17,
2019-07-05,4.2445,0.04,
2019-07-04,4.2427,-0.04,
2019-07-03,4.2442,-0.04,
2019-07-02,4.2457,0.12,
2019-07-01,4.2406,-0.27,
2019-06-28,4.2520,-0.10,
2019-06-27,4.2561,-0.19,
2019-06-26,4.2642,0.21,
2019-06-25,4.2554,0.04,
2019-06-24,4.2538,-0.20,
2019-06-21,4.2622,-0.12,
2019-06-19,4.2673,0.10,
2019-06-18,4.2631,0.08,
2019-06-17,4.2599,0.11,
2019-06-14,4.2554,-0.13,
2019-06-13,4.2610,-0.09,
2019-06-12,4.2650,-0.06,
2019-06-11,4.2675,0.08,
2019-06-10,4.2640,-0.29,
2019-06-07,4.2762,-0.05,
2019-06-06,4.2783,0.00,
2019-06-05,4.2782,-0.01,
2019-06-04,4.2788,-0.05,
2019-06-03,4.2809,-0.25,
2019-05-31,4.2916,-0.01,
2019-05-30,4.2919,-0.20,
2019-05-29,4.3007,0.09,
2019-05-28,4.2967,0.03,
2019-05-27,4.2952,-0.09,
2019-05-24,4.2989,-0.27,
2019-05-23,4.3107,0.02,
2019-05-22,4.3098,0.10,
2019-05-21,4.3055,0.14,
2019-05-20,4.2995,-0.18,
2019-05-17,4.3072,0.33,
2019-05-16,4.2929,-0.46,
2019-05-15,4.3128,0.10,
2019-05-14,4.3085,0.13,
2019-05-13,4.3029,0.17,
2019-05-10,4.2955,-0.05,
2019-05-09,4.2977,0.15,
2019-05-08,4.2914,0.13,
2019-05-07,4.2858,0.03,
2019-05-06,4.2847,0.12,
2019-05-02,4.2795,-0.27,
2019-04-30,4.2911,-0.09,
2019-04-29,4.2950,0.10,
2019-04-26,4.2906,-0.12,
2019-04-25,4.2959,0.15,
2019-04-24,4.2895,0.02,
2019-04-23,4.2886,0.20,
2019-04-19,4.2802,0.03,
2019-04-18,4.2790,0.09,
2019-04-17,4.2750,0.03,
2019-04-16,4.2737,-0.08,
2019-04-15,4.2770,-0.18,
2019-04-12,4.2847,0.06,
2019-04-11,4.2821,-0.07,
2019-04-10,4.2852,-0.04,
2019-04-09,4.2871,-0.06,
2019-04-08,4.2897,-0.06,
2019-04-05,4.2921,0.00,
2019-04-04,4.2921,-0.05,
2019-04-03,4.2941,-0.15,
2019-04-02,4.3004,-0.07,
2019-04-01,4.3035,0.05,
2019-03-29,4.3013,0.03,
2019-03-28,4.2998,0.02,
2019-03-27,4.2991,0.05,
2019-03-26,4.2970,-0.02,
2019-03-25,4.2978,0.20,
2019-03-22,4.2894,0.06,
2019-03-21,4.2870,0.01,
2019-03-20,4.2864,-0.18,
2019-03-19,4.2940,-0.12,
2019-03-18,4.2993,-0.10,
2019-03-15,4.3037,0.05,
2019-03-14,4.3015,0.02,
2019-03-13,4.3006,0.07,
2019-03-12,4.2976,-0.02,
2019-03-11,4.2983,-0.20,
2019-03-08,4.3068,0.11,
2019-03-07,4.3019,0.06,
2019-03-06,4.2992,-0.06,
2019-03-05,4.3018,0.08,
2019-03-04,4.2984,-0.22,
2019-03-01,4.3079,-0.10,
2019-02-28,4.3120,-0.12,
2019-02-27,4.3173,-0.38,
2019-02-26,4.3338,-0.15,
2019-02-25,4.3402,0.03,
2019-02-22,4.3387,0.15,
2019-02-21,4.3322,-0.11,
2019-02-20,4.3371,0.16,
2019-02-19,4.3303,-0.03,
2019-02-18,4.3317,0.17,
2019-02-15,4.3243,-0.35,
2019-02-14,4.3394,0.19,
2019-02-13,4.3312,0.10,
2019-02-12,4.3268,0.22,
2019-02-11,4.3172,0.21,
2019-02-08,4.3082,0.15,
2019-02-07,4.3019,0.19,
2019-02-06,4.2936,0.16,
2019-02-05,4.2869,0.13,
2019-02-04,4.2813,0.25,
2019-02-01,4.2706,-0.22,
2019-01-31,4.2802,-0.35,
2019-01-30,4.2952,-0.05,
2019-01-29,4.2974,0.21,
2019-01-28,4.2885,-0.12,
2019-01-25,4.2935,-0.02,
2019-01-24,4.2942,0.18,
2019-01-23,4.2867,0.01,
2019-01-22,4.2862,-0.15,
2019-01-21,4.2928,-0.08,
2019-01-18,4.2964,0.21,
2019-01-17,4.2875,-0.13,
2019-01-16,4.2929,0.02,
2019-01-15,4.2922,-0.03,
2019-01-14,4.2936,-0.05,
2019-01-11,4.2957,-0.23,
2019-01-10,4.3055,0.15,
2019-01-09,4.2989,-0.06,
2019-01-08,4.3013,0.06,
2019-01-07,4.2989,-0.07,
2019-01-04,4.3018,-0.03,
2019-01-03,4.3030,0.03,
2019-01-02,4.3016,0.04,
